"HR","Timestamp"
99,2019-06-14 09:19:24
77.5,2019-06-14 09:19:25
87.33,2019-06-14 09:19:26
85.25,2019-06-14 09:19:27
91.8,2019-06-14 09:19:28
85,2019-06-14 09:19:29
95.29,2019-06-14 09:19:30
89.62,2019-06-14 09:19:31
96.78,2019-06-14 09:19:32
92.2,2019-06-14 09:19:33
97.55,2019-06-14 09:19:34
99.83,2019-06-14 09:19:35
101.77,2019-06-14 09:19:36
103.43,2019-06-14 09:19:37
103,2019-06-14 09:19:38
102.62,2019-06-14 09:19:39
102.29,2019-06-14 09:19:40
100.44,2019-06-14 09:19:41
103.58,2019-06-14 09:19:42
103.35,2019-06-14 09:19:43
105.24,2019-06-14 09:19:44
106.95,2019-06-14 09:19:45
106.74,2019-06-14 09:19:46
104.96,2019-06-14 09:19:47
107.04,2019-06-14 09:19:48
107.69,2019-06-14 09:19:49
108.74,2019-06-14 09:19:50
109.68,2019-06-14 09:19:51
110.45,2019-06-14 09:19:52
111.27,2019-06-14 09:19:53
112.03,2019-06-14 09:19:54
112.75,2019-06-14 09:19:55
113.42,2019-06-14 09:19:56
114.03,2019-06-14 09:19:57
114.54,2019-06-14 09:19:58
115,2019-06-14 09:19:59
115.54,2019-06-14 09:20:00
115.74,2019-06-14 09:20:01
115.95,2019-06-14 09:20:02
116.1,2019-06-14 09:20:03
116.24,2019-06-14 09:20:04
116.33,2019-06-14 09:20:05
116.42,2019-06-14 09:20:06
116.45,2019-06-14 09:20:07
116.49,2019-06-14 09:20:08
116.54,2019-06-14 09:20:09
116.77,2019-06-14 09:20:10
116.6,2019-06-14 09:20:11
116.51,2019-06-14 09:20:12
115.7,2019-06-14 09:20:13
116.53,2019-06-14 09:20:14
115.62,2019-06-14 09:20:15
116.36,2019-06-14 09:20:16
115.44,2019-06-14 09:20:17
116.29,2019-06-14 09:20:18
115.75,2019-06-14 09:20:19
116.53,2019-06-14 09:20:20
116.84,2019-06-14 09:20:21
117.17,2019-06-14 09:20:22
116.75,2019-06-14 09:20:23
116.62,2019-06-14 09:20:24
117.2,2019-06-14 09:20:25
116.35,2019-06-14 09:20:26
117.08,2019-06-14 09:20:27
116.32,2019-06-14 09:20:28
117.67,2019-06-14 09:20:29
117.07,2019-06-14 09:20:30
117.52,2019-06-14 09:20:31
117.28,2019-06-14 09:20:32
117.72,2019-06-14 09:20:33
117.67,2019-06-14 09:20:34
116.67,2019-06-14 09:20:35
117.23,2019-06-14 09:20:36
116.05,2019-06-14 09:20:37
117.13,2019-06-14 09:20:38
116.42,2019-06-14 09:20:39
117.48,2019-06-14 09:20:40
117.23,2019-06-14 09:20:41
116.88,2019-06-14 09:20:42
116.48,2019-06-14 09:20:43
116.47,2019-06-14 09:20:44
115.03,2019-06-14 09:20:45
115.72,2019-06-14 09:20:46
115.9,2019-06-14 09:20:47
115.57,2019-06-14 09:20:48
114.77,2019-06-14 09:20:49
114.83,2019-06-14 09:20:50
113.68,2019-06-14 09:20:51
113.95,2019-06-14 09:20:52
112.8,2019-06-14 09:20:53
112.98,2019-06-14 09:20:54
111.83,2019-06-14 09:20:55
112.1,2019-06-14 09:20:56
112.45,2019-06-14 09:20:57
112.82,2019-06-14 09:20:58
113.2,2019-06-14 09:20:59
113.5,2019-06-14 09:21:00
113.98,2019-06-14 09:21:01
114.47,2019-06-14 09:21:02
114.28,2019-06-14 09:21:03
114.1,2019-06-14 09:21:04
114.15,2019-06-14 09:21:05
114.02,2019-06-14 09:21:06
114.65,2019-06-14 09:21:07
114.2,2019-06-14 09:21:08
114.85,2019-06-14 09:21:09
114.58,2019-06-14 09:21:10
114.62,2019-06-14 09:21:11
114.3,2019-06-14 09:21:12
114.4,2019-06-14 09:21:13
114.22,2019-06-14 09:21:14
114.43,2019-06-14 09:21:15
114.38,2019-06-14 09:21:16
115.17,2019-06-14 09:21:17
114.37,2019-06-14 09:21:18
114.38,2019-06-14 09:21:19
114.13,2019-06-14 09:21:20
113.15,2019-06-14 09:21:21
113.37,2019-06-14 09:21:22
115.25,2019-06-14 09:21:23
115.47,2019-06-14 09:21:24
115.68,2019-06-14 09:21:25
116.48,2019-06-14 09:21:26
116.12,2019-06-14 09:21:27
116.6,2019-06-14 09:21:28
116,2019-06-14 09:21:29
115.6,2019-06-14 09:21:30
115.93,2019-06-14 09:21:31
115.22,2019-06-14 09:21:32
115.68,2019-06-14 09:21:33
115.25,2019-06-14 09:21:34
116.2,2019-06-14 09:21:35
115.58,2019-06-14 09:21:36
116.42,2019-06-14 09:21:37
116.87,2019-06-14 09:21:38
118.05,2019-06-14 09:21:39
117.3,2019-06-14 09:21:40
117.4,2019-06-14 09:21:41
117.48,2019-06-14 09:21:42
117.28,2019-06-14 09:21:43
117.22,2019-06-14 09:21:44
117.42,2019-06-14 09:21:45
117.47,2019-06-14 09:21:46
117.38,2019-06-14 09:21:47
117.5,2019-06-14 09:21:48
117.95,2019-06-14 09:21:49
116.77,2019-06-14 09:21:50
118,2019-06-14 09:21:51
117.02,2019-06-14 09:21:52
118.38,2019-06-14 09:21:53
117.33,2019-06-14 09:21:54
118.67,2019-06-14 09:21:55
118.07,2019-06-14 09:21:56
116.93,2019-06-14 09:21:57
116.82,2019-06-14 09:21:58
116.1,2019-06-14 09:21:59
115.35,2019-06-14 09:22:00
114.52,2019-06-14 09:22:01
113.68,2019-06-14 09:22:02
113.58,2019-06-14 09:22:03
113.48,2019-06-14 09:22:04
112.88,2019-06-14 09:22:05
113.33,2019-06-14 09:22:06
112.97,2019-06-14 09:22:07
112.98,2019-06-14 09:22:08
112.6,2019-06-14 09:22:09
111.6,2019-06-14 09:22:10
112.1,2019-06-14 09:22:11
113.92,2019-06-14 09:22:12
115.93,2019-06-14 09:22:13
116.85,2019-06-14 09:22:14
118.83,2019-06-14 09:22:15
118.08,2019-06-14 09:22:16
117.98,2019-06-14 09:22:17
117.85,2019-06-14 09:22:18
118.02,2019-06-14 09:22:19
117.2,2019-06-14 09:22:20
117.52,2019-06-14 09:22:21
116.62,2019-06-14 09:22:22
114.78,2019-06-14 09:22:23
114.67,2019-06-14 09:22:24
114.52,2019-06-14 09:22:25
114.38,2019-06-14 09:22:26
114.28,2019-06-14 09:22:27
114.2,2019-06-14 09:22:28
114.2,2019-06-14 09:22:29
114.15,2019-06-14 09:22:30
114.1,2019-06-14 09:22:31
114.05,2019-06-14 09:22:32
113.38,2019-06-14 09:22:33
113.43,2019-06-14 09:22:34
112.65,2019-06-14 09:22:35
112.88,2019-06-14 09:22:36
112.22,2019-06-14 09:22:37
111.28,2019-06-14 09:22:38
111.62,2019-06-14 09:22:39
112.1,2019-06-14 09:22:40
112.1,2019-06-14 09:22:41
111.95,2019-06-14 09:22:42
113.22,2019-06-14 09:22:43
113.08,2019-06-14 09:22:44
114.1,2019-06-14 09:22:45
114.77,2019-06-14 09:22:46
115.4,2019-06-14 09:22:47
114.88,2019-06-14 09:22:48
115.02,2019-06-14 09:22:49
115.67,2019-06-14 09:22:50
115.23,2019-06-14 09:22:51
115.65,2019-06-14 09:22:52
114.93,2019-06-14 09:22:53
115.3,2019-06-14 09:22:54
114.62,2019-06-14 09:22:55
114.45,2019-06-14 09:22:56
114.72,2019-06-14 09:22:57
114,2019-06-14 09:22:58
113.9,2019-06-14 09:22:59
113.85,2019-06-14 09:23:00
113.87,2019-06-14 09:23:01
113.88,2019-06-14 09:23:02
113.88,2019-06-14 09:23:03
115.55,2019-06-14 09:23:04
117.52,2019-06-14 09:23:05
118.55,2019-06-14 09:23:06
119.6,2019-06-14 09:23:07
121.38,2019-06-14 09:23:08
122.43,2019-06-14 09:23:09
122.98,2019-06-14 09:23:10
123.02,2019-06-14 09:23:11
122.92,2019-06-14 09:23:12
120.78,2019-06-14 09:23:13
119.62,2019-06-14 09:23:14
118.4,2019-06-14 09:23:15
117.85,2019-06-14 09:23:16
118.4,2019-06-14 09:23:17
119.28,2019-06-14 09:23:18
120.32,2019-06-14 09:23:19
121.35,2019-06-14 09:23:20
122.42,2019-06-14 09:23:21
123.43,2019-06-14 09:23:22
123.6,2019-06-14 09:23:23
123.73,2019-06-14 09:23:24
123.93,2019-06-14 09:23:25
124.1,2019-06-14 09:23:26
124.3,2019-06-14 09:23:27
124.48,2019-06-14 09:23:28
123.93,2019-06-14 09:23:29
125.02,2019-06-14 09:23:30
125.2,2019-06-14 09:23:31
125,2019-06-14 09:23:32
126.57,2019-06-14 09:23:33
125.88,2019-06-14 09:23:34
