"HR","Timestamp"
51,2019-10-07 09:15:01
60.5,2019-10-07 09:15:02
57.67,2019-10-07 09:15:03
56.25,2019-10-07 09:15:04
60.2,2019-10-07 09:15:05
60.33,2019-10-07 09:15:06
60,2019-10-07 09:15:07
59.88,2019-10-07 09:15:08
59.78,2019-10-07 09:15:09
59.6,2019-10-07 09:15:10
59.45,2019-10-07 09:15:11
59.42,2019-10-07 09:15:12
61.15,2019-10-07 09:15:13
62.71,2019-10-07 09:15:14
63.73,2019-10-07 09:15:15
64.62,2019-10-07 09:15:16
65.59,2019-10-07 09:15:17
66.33,2019-10-07 09:15:18
66.79,2019-10-07 09:15:19
67.2,2019-10-07 09:15:20
67.57,2019-10-07 09:15:21
67.86,2019-10-07 09:15:22
68.13,2019-10-07 09:15:23
68.38,2019-10-07 09:15:24
68.6,2019-10-07 09:15:25
68.69,2019-10-07 09:15:26
68.81,2019-10-07 09:15:27
68.93,2019-10-07 09:15:28
69,2019-10-07 09:15:29
69.13,2019-10-07 09:15:30
69.29,2019-10-07 09:15:31
69.47,2019-10-07 09:15:32
69.67,2019-10-07 09:15:33
69.82,2019-10-07 09:15:34
70,2019-10-07 09:15:35
70.14,2019-10-07 09:15:36
70.32,2019-10-07 09:15:37
70.45,2019-10-07 09:15:38
70.59,2019-10-07 09:15:39
70.78,2019-10-07 09:15:40
70.98,2019-10-07 09:15:41
71.19,2019-10-07 09:15:42
71.4,2019-10-07 09:15:43
71.48,2019-10-07 09:15:44
71.42,2019-10-07 09:15:45
71.37,2019-10-07 09:15:46
71.3,2019-10-07 09:15:47
71.23,2019-10-07 09:15:48
71.24,2019-10-07 09:15:49
71.24,2019-10-07 09:15:50
71.24,2019-10-07 09:15:51
71.21,2019-10-07 09:15:52
71.17,2019-10-07 09:15:53
71.13,2019-10-07 09:15:54
71.22,2019-10-07 09:15:55
71.36,2019-10-07 09:15:56
71.56,2019-10-07 09:15:57
71.6,2019-10-07 09:15:58
71.68,2019-10-07 09:15:59
71.75,2019-10-07 09:16:00
72.15,2019-10-07 09:16:01
72.27,2019-10-07 09:16:02
72.75,2019-10-07 09:16:03
73.28,2019-10-07 09:16:04
73.42,2019-10-07 09:16:05
73.83,2019-10-07 09:16:06
74.33,2019-10-07 09:16:07
74.77,2019-10-07 09:16:08
75.18,2019-10-07 09:16:09
75.6,2019-10-07 09:16:10
76.03,2019-10-07 09:16:11
76.43,2019-10-07 09:16:12
76.38,2019-10-07 09:16:13
76.33,2019-10-07 09:16:14
76.37,2019-10-07 09:16:15
76.4,2019-10-07 09:16:16
76.4,2019-10-07 09:16:17
76.45,2019-10-07 09:16:18
76.57,2019-10-07 09:16:19
76.63,2019-10-07 09:16:20
76.7,2019-10-07 09:16:21
76.75,2019-10-07 09:16:22
76.82,2019-10-07 09:16:23
76.93,2019-10-07 09:16:24
77.05,2019-10-07 09:16:25
77.2,2019-10-07 09:16:26
77.33,2019-10-07 09:16:27
77.48,2019-10-07 09:16:28
77.67,2019-10-07 09:16:29
77.82,2019-10-07 09:16:30
77.98,2019-10-07 09:16:31
78.07,2019-10-07 09:16:32
78.12,2019-10-07 09:16:33
78.13,2019-10-07 09:16:34
78.12,2019-10-07 09:16:35
78.02,2019-10-07 09:16:36
77.85,2019-10-07 09:16:37
77.7,2019-10-07 09:16:38
77.52,2019-10-07 09:16:39
77.3,2019-10-07 09:16:40
77.05,2019-10-07 09:16:41
76.77,2019-10-07 09:16:42
76.48,2019-10-07 09:16:43
76.27,2019-10-07 09:16:44
76.15,2019-10-07 09:16:45
76.03,2019-10-07 09:16:46
75.92,2019-10-07 09:16:47
75.82,2019-10-07 09:16:48
75.65,2019-10-07 09:16:49
75.5,2019-10-07 09:16:50
75.37,2019-10-07 09:16:51
